完整路径,文件名,文件大小,文件大小(MB),MD5值,分析时间(秒),分析帧数,成功分析帧数,匹配标签数,匹配标签列表,标签详情,错误信息
/Volumes/HC530_1/待整理/AV/KSBJ-216.mp4,KSBJ-216.mp4,10718696227,10222.1,9bde0daba440ab14f12728fdb3e1d4c9,480.8,10,9,20,"丁字裤, 中年, 丰满, 内衣, 和服, 多人, 姿势, 学生, 床上, 性感, 旗袍, 模特, 淡妆, 睡衣, 短发, 苗条, 身材, 酒店, 长发, 马尾","{""身材"": 6, ""长发"": 5, ""床上"": 5, ""模特"": 3, ""苗条"": 3, ""短发"": 3, ""酒店"": 2, ""和服"": 2, ""丁字裤"": 1, ""多人"": 1, ""姿势"": 1, ""中年"": 1, ""淡妆"": 1, ""学生"": 1, ""睡衣"": 1, ""旗袍"": 1, ""丰满"": 1, ""马尾"": 1, ""性感"": 1, ""内衣"": 1}",
/Volumes/HC530_1/待整理/AV/324SRTD-0350.mp4,324SRTD-0350.mp4,2272213765,2167.0,91283dfa4030ae09c88be8869be20d28,523.4,11,10,15,"丰满, 制服, 卷发, 姿势, 性感, 模特, 浴室, 淡妆, 漂亮, 职业装, 苗条, 身材, 酒店, 长发, 马尾","{""长发"": 10, ""身材"": 5, ""酒店"": 4, ""模特"": 3, ""苗条"": 3, ""性感"": 2, ""卷发"": 2, ""淡妆"": 2, ""浴室"": 2, ""职业装"": 1, ""制服"": 1, ""姿势"": 1, ""丰满"": 1, ""漂亮"": 1, ""马尾"": 1}",
/Volumes/HC530_1/待整理/AV/STARS-905.mp4,STARS-905.mp4,5105224147,4868.7,5565184bbd5aa33c07e5923fd1922f47,519.5,11,11,17,"制服, 卷发, 厨房, 口交, 学生, 床上, 性感, 成熟, 旗袍, 模特, 短发, 苗条, 警察, 身材, 酒店, 长发, 马尾","{""身材"": 7, ""苗条"": 7, ""短发"": 7, ""长发"": 5, ""模特"": 4, ""床上"": 3, ""卷发"": 2, ""口交"": 2, ""性感"": 2, ""厨房"": 2, ""警察"": 1, ""制服"": 1, ""成熟"": 1, ""酒店"": 1, ""学生"": 1, ""马尾"": 1, ""旗袍"": 1}",
/Volumes/HC530_1/待整理/AV/SSIS-139.mp4,SSIS-139.mp4,7368507109,7027.2,91ca983f5fb7235d26e341dab68d9988,500.9,10,10,21,"丰满, 内衣, 制服, 办公室, 口交, 天花板, 姿势, 学生, 床上, 性感, 按摩, 模特, 浴室, 淡妆, 短发, 红唇, 职业装, 苗条, 身材, 酒店, 长发","{""短发"": 7, ""酒店"": 6, ""模特"": 4, ""身材"": 3, ""按摩"": 3, ""性感"": 3, ""长发"": 3, ""口交"": 2, ""红唇"": 2, ""浴室"": 2, ""姿势"": 2, ""苗条"": 1, ""天花板"": 1, ""床上"": 1, ""学生"": 1, ""职业装"": 1, ""制服"": 1, ""办公室"": 1, ""内衣"": 1, ""淡妆"": 1, ""丰满"": 1}",
/Volumes/HC530_1/待整理/AV/PRED-485.mp4,PRED-485.mp4,5450430998,5197.9,6dc2ddbeb97f12e662f2897782764859,501.7,10,8,14,"中年, 内衣, 制服, 办公室, 医生, 医院, 口交, 姿势, 护士, 模特, 短发, 苗条, 身材, 长发","{""长发"": 4, ""身材"": 3, ""制服"": 3, ""办公室"": 2, ""苗条"": 2, ""护士"": 2, ""姿势"": 1, ""中年"": 1, ""口交"": 1, ""医生"": 1, ""医院"": 1, ""内衣"": 1, ""短发"": 1, ""模特"": 1}",
/Volumes/HC530_1/待整理/AV/MYBA-053.mp4,MYBA-053.mp4,6081836078,5800.1,f97da30ea129bf5ee42c41013b1f27fe,500.3,10,10,15,"丁字裤, 中年, 内衣, 制服, 姿势, 床上, 性感, 模特, 淡妆, 职业装, 苗条, 身材, 酒店, 长发, 马尾","{""长发"": 8, ""酒店"": 6, ""身材"": 5, ""床上"": 4, ""苗条"": 4, ""模特"": 2, ""丁字裤"": 2, ""中年"": 2, ""制服"": 1, ""职业装"": 1, ""马尾"": 1, ""性感"": 1, ""姿势"": 1, ""内衣"": 1, ""淡妆"": 1}",
/Volumes/HC530_1/待整理/AV/324SRTD-0351.mp4,324SRTD-0351.mp4,2595904315,2475.6,bca8b36b939bc7a330752c874ecf85fd,547.0,11,11,12,"卷发, 姿势, 床上, 性感, 模特, 淡妆, 短发, 苗条, 身材, 酒店, 长发, 马尾","{""身材"": 7, ""长发"": 7, ""酒店"": 7, ""苗条"": 6, ""模特"": 5, ""床上"": 5, ""性感"": 2, ""姿势"": 2, ""短发"": 2, ""马尾"": 1, ""淡妆"": 1, ""卷发"": 1}",
/Volumes/HC530_1/待整理/AV/SSIS-703.mp4,SSIS-703.mp4,6947530718,6625.7,b8e7a51bdb17ff4c44e67553364b12be,463.0,10,10,18,"丁字裤, 丰满, 内衣, 卷发, 天花板, 姿势, 床上, 性感, 情趣, 成熟, 模特, 比基尼, 浴室, 短发, 苗条, 身材, 长发, 马尾","{""性感"": 6, ""模特"": 5, ""身材"": 5, ""内衣"": 5, ""苗条"": 3, ""短发"": 3, ""床上"": 2, ""长发"": 2, ""比基尼"": 2, ""卷发"": 1, ""丰满"": 1, ""丁字裤"": 1, ""天花板"": 1, ""马尾"": 1, ""浴室"": 1, ""情趣"": 1, ""姿势"": 1, ""成熟"": 1}",
/Volumes/HC530_1/待整理/AV/IPZZ-059.mp4,IPZZ-059.mp4,5403029808,5152.7,fcbe810eb30e5a817b24fc3d93a6ad4f,483.4,10,10,20,"丝袜, 制服, 办公室, 卷发, 口交, 姿势, 学生, 床上, 性感, 按摩, 模特, 浴室, 淡妆, 短发, 职业装, 苗条, 身材, 酒店, 长发, 马尾","{""身材"": 4, ""酒店"": 4, ""长发"": 3, ""床上"": 3, ""职业装"": 2, ""浴室"": 2, ""苗条"": 2, ""模特"": 2, ""丝袜"": 1, ""学生"": 1, ""办公室"": 1, ""短发"": 1, ""制服"": 1, ""淡妆"": 1, ""马尾"": 1, ""卷发"": 1, ""性感"": 1, ""按摩"": 1, ""口交"": 1, ""姿势"": 1}",
/Volumes/HC530_1/待整理/AV/REBD-717.mp4,REBD-717.mp4,3368872914,3212.8,45a6a6e2e4046e98ffb55976874ca438,531.7,11,11,21,"丁字裤, 中年, 内衣, 和服, 大学生, 女神, 姿势, 学生, 床上, 性感, 情趣, 成熟, 模特, 淡妆, 瑜伽, 眼镜, 短发, 苗条, 身材, 长发, 马尾","{""长发"": 8, ""身材"": 7, ""性感"": 5, ""模特"": 5, ""苗条"": 5, ""学生"": 2, ""内衣"": 2, ""短发"": 2, ""淡妆"": 2, ""大学生"": 1, ""马尾"": 1, ""女神"": 1, ""床上"": 1, ""成熟"": 1, ""中年"": 1, ""眼镜"": 1, ""情趣"": 1, ""和服"": 1, ""姿势"": 1, ""丁字裤"": 1, ""瑜伽"": 1}",
/Volumes/HC530_1/待整理/AV/Julia/PRED-411.mp4,PRED-411.mp4,6739653977,6427.4,498393b2f62200b3f1c47e6e20c0e998,446.4,10,10,20,"丝袜, 中年, 内衣, 制服, 卷发, 口交, 后入, 姿势, 床上, 性感, 成熟, 模特, 浴室, 熟女, 睡衣, 短发, 苗条, 身材, 酒店, 长发","{""身材"": 8, ""苗条"": 5, ""长发"": 4, ""床上"": 3, ""短发"": 3, ""性感"": 3, ""姿势"": 2, ""内衣"": 2, ""模特"": 2, ""酒店"": 2, ""睡衣"": 1, ""制服"": 1, ""卷发"": 1, ""后入"": 1, ""浴室"": 1, ""熟女"": 1, ""成熟"": 1, ""口交"": 1, ""中年"": 1, ""丝袜"": 1}",
/Volumes/HC530_1/待整理/x/MMB-404.mp4,MMB-404.mp4,3547578368,3383.2,957044e56dff3a704468e467549ac0cf,300,0,0,0,,{},分析超时（5分钟）
